연도,기업명,ticker,MSCI,S&P,Sustainalytics,ISS,ESG기준원,평균 점수
2019,포스코퓨처엠,3670,2.1716,5.8236,3.4381,3.1567,5.5469,4.02738
2019,이마트,139480,3.5433,3.8114,2.783,2.0061,4.6243,3.3536199999999994
2019,영원무역,111770,2.915,1.9983,2.157,1.1461,4.3961,2.5225
2019,금호타이어,73240,3.739,4.6739,1.6976,2.1243,5.1004,3.445599769089235
2019,농심,4370,2.8268,2.8803,5.2172,2.3868,4.5272,3.56766
2019,삼성SDI,6400,4.6992,6.1511,1.5392,6.505,5.2375,4.8264000000000005
2019,신한지주,55550,6.6537,6.4919,2.9955,3.1981,6.388,5.145440000000001
2019,한국가스공사,36460,2.748,5.9965,3.9407,3.459685558747523,3.283648704586099,3.885706852666724
2019,KT,30200,4.246,4.4694,3.2537,4.8584,5.0578,4.37706
2019,팬오션,28670,2.8575,3.3637,2.7702,2.2113515221483513,2.2164749692624675,2.6838452982821637
2019,코웨이,21240,1.6694,4.3487,2.0654,5.0331,5.2053,3.6643800000000004
2019,삼성전기,9150,4.7909,5.9869,1.0591,6.1678,5.0658,4.6141
2019,HMM,11200,3.9926,3.3713,1.9358,4.964,5.2542,3.9035800000000003
2019,SK아이이테크놀로지,361610,3.0012,4.7357,2.3018,4.4019,4.8443,3.85698
2019,SK네트웍스,1740,4.0993,5.0767,3.0569,2.5199273379820095,2.604369137873396,3.4714392951710815
2019,BGF리테일,282330,3.629,4.1793,4.4037,2.1912933303464386,1.9607773781568871,3.272814141700665
2019,한미약품,128940,2.672,3.5074,5.7941,5.3025,4.1673,4.288660000000001
2019,GS,78930,3.1441,2.2157,6.9216,1.0916,2.7573,3.2260599999999995
2019,롯데쇼핑,23530,2.9362,3.0537,3.5624,1.611444086351576,1.7033564921177584,2.5734201156938665
2019,넷마블,251270,2.654,3.5878,1.7396,2.9109,4.1555,3.0095599999999996
2019,SK바이오사이언스,302440,2.6664,3.2586,2.9997,6.2433,4.9934,4.03228
2019,GS리테일,7070,3.4657,2.8482,2.2018,1.3692796050913114,1.475585119261329,2.272112944870528
2019,현대모비스,12330,0.9496,6.3432,1.022,5.9242,4.2767,3.7031400000000003
2019,LG디스플레이,34220,5.6995,6.0492,1.4236,5.3918,4.8202,4.67686
2019,LG유플러스,32640,3.7253,4.9761,3.6759,4.9391,1.6309773632104367,3.7894754726420876
2019,롯데지주,4990,2.5134,2.4574,2.6628,1.2978713551019898,1.1421287081456077,2.0147200126495193
2019,한온시스템,18880,2.3358,5.2906,1.0152,5.734,4.4885,3.7728200000000003
2019,삼성전자,5930,3.6389,4.9061,1.8198,5.9717,4.7815,4.2236
2019,SK하이닉스,660,2.2333,6.0582,2.0757,2.160570930551306,2.3673638020662606,2.9790269465235135
