연도,기업명,ticker,MSCI,S&P,Sustainalytics,ISS,ESG기준원,평균 점수
2022,포스코퓨처엠,3670,5.3879,5.3774,3.9208,3.3841,5.4084,4.69572
2022,이마트,139480,4.1995,3.7215,2.8587,2.1371,4.6849,3.5203399999999996
2022,영원무역,111770,4.7894,1.8136,2.5126,1.0069,3.7156,2.76762
2022,금호타이어,73240,4.9354,4.5776,1.7236,2.5296,5.0748,3.7682
2022,농심,4370,4.6097,3.4706,6.1348,2.3631,4.0745,4.130540000000001
2022,삼성SDI,6400,5.5785,5.7921,1.2847,6.5458,5.4695,4.93412
2022,신한지주,55550,5.3422,5.777,2.7039,3.3753,6.7079,4.7812600000000005
2022,한국가스공사,36460,4.7217,6.0269,4.2562,3.902426805756801,3.9118907756220507,4.56382351627577
2022,KT,30200,4.7596,4.1889,3.101,4.3267,5.5959,4.394419999999999
2022,팬오션,28670,4.8658,3.0935,2.4864,2.5391714300640142,2.9694528333534134,3.1908648526834855
2022,코웨이,21240,4.7913,5.0591,2.0588,3.9488,4.9095,4.1535
2022,삼성전기,9150,5.3301,5.5458,0.9575,6.6578,5.3255,4.7633399999999995
2022,HMM,11200,3.4442,3.6511,1.7506,5.1629,4.5628,3.71432
2022,SK아이이테크놀로지,361610,3.7093,5.301,2.8913,5.1896,5.5278,4.5238
2022,SK네트웍스,1740,5.4458,3.9302,3.7589,2.703706945661123,2.785014238185237,3.724724236769272
2022,BGF리테일,282330,5.1871,4.4852,3.6959,2.13597970386085,2.139952174604831,3.5288263756931357
2022,한미약품,128940,3.3272,3.5945,4.5305,5.7659,3.6207,4.1677599999999995
2022,GS,78930,4.2798,2.3858,5.8285,1.0643,2.6209,3.2358599999999997
2022,롯데쇼핑,23530,5.0177,2.9285,4.2845,2.050440631426682,2.164595642853707,3.289147254856078
2022,넷마블,251270,4.5933,3.6598,1.8046,3.2961,4.5496,3.5806799999999996
2022,SK바이오사이언스,302440,4.5281,3.7434,3.4072,6.2753,4.5819,4.50718
2022,GS리테일,7070,4.265,3.5585,2.3131,1.8242667256761242,1.875417231423082,2.767256791419841
2022,현대모비스,12330,2.2445,5.4053,0.9459,5.2416,5.3112,3.8297000000000003
2022,LG디스플레이,34220,6.0274,6.7684,1.4208,5.4424,5.3555,5.0028999999999995
2022,LG유플러스,32640,3.8278,4.7995,4.0137,4.652,1.8770642378923952,3.834012847578479
2022,롯데지주,4990,4.0159,2.392,2.4275,1.6553471148981604,1.4211672374425417,2.3823828704681405
2022,한온시스템,18880,4.0463,5.4226,1.2064,6.0038,4.6879,4.2734
2022,삼성전자,5930,4.2788,4.1536,2.2802,6.2353,4.8275,4.35508
2022,SK하이닉스,660,4.9177,6.4246,2.4965,2.9201507912003435,3.3876857015323214,4.029327298546532
2022,LG에너지솔루션,373220,2.9241,4.2451,3.0764,4.4852,5.3603,4.053196167752163
2022,삼성바이오로직스,207940,1.8139,5.1863,2.0338,3.5711,5.7069,3.6624000000000003
2022,현대차,5380,1.9162,6.2433,3.8743,4.0561,3.3642,3.89082
2022,기아,270,1.995,5.4282,3.3314,3.9661,2.6091,3.4659600000000004
2022,셀트리온,68270,1.0679,5.0685,4.0788,3.544,6.5406,4.05996
2022,포스코 홀딩스,5490,3.4117,4.8974,3.4595,3.8171,4.3578,4.06517632515434
2022,LG화학,51910,3.8804,5.3514,2.8983,6.2584,6.0743,4.954679845912546
2022,NAVER,35420,7.8573,3.2781,1.9643,4.8815,6.7001,4.93626
2022,삼성물산,28260,5.6085,5.9272,3.8008,3.6966,6.4537,5.09736
2022,KB금융,105560,6.158,6.0238,2.2858,3.6475,5.533,4.72962
2022,카카오,35720,5.6909,5.8457,2.8483,4.995,5.3236,4.933903597206223
2022,삼성생명,32830,4.6269,4.2985,2.735,2.939050578059563,4.4583,3.8115501156119125
2022,하나금융지주,86790,5.8559,5.6888,3.6926,3.246170372688551,3.0872882394170422,4.314151722421118
2022,LG전자,66570,5.0005,5.5327,4.7287,2.205,3.222063823041054,4.1377927646082115
2022,카카오뱅크,323410,3.705,2.151,2.9569,4.9204,4.5888,3.66442
2022,삼성에스디에스,18260,5.5733,1.7704,2.3316,4.0967,2.4308580621370415,3.2405716124274084
2022,크래프톤,259960,2.6456,1.7722,3.6665,4.5152,6.1724,3.75438
2022,SK텔레콤,17670,5.2074,6.1147,5.0248,3.1243,4.8158,4.857399999999999
2022,sk이노베이션,96770,4.5028,5.1298,3.1582,0.9996,5.2694,3.8119600000000005
2022,우리금융지주,316140,6.0726,5.539,6.1048,3.424,5.7092,5.36992
2022,한화에어로스페이스,12450,3.6039,3.5659,1.8163,3.0491,5.2492,3.4568799999999995
2022,하이브,352820,4.3621,0.8742,7.708,4.3886,4.4122,4.34902
2022,고려아연,10130,3.1342,4.329,5.1222,4.1623,4.86257247739474,4.322054495478948
2022,S-Oil,10950,3.1312,4.6617,2.9129,7.5028,4.2739,4.4965
2022,대한항공,3490,3.4311,4.2244,3.3014,4.0426,5.3616,4.07222
2022,삼성중공업,10140,0.9633,5.2775,4.3217,5.006,3.0915,3.732
2022,SK바이오팜,326030,4.5404,4.4729,4.6204,3.5035,3.7241479250385305,4.172269585007706
2022,아모레퍼시픽,90430,5.128,5.9343,1.9467,3.7922,5.4285,4.44594
2022,한국타이어앤테크놀로지,161390,2.7899,5.3701,3.5199,4.3068,2.7114204201843575,3.7396240840368713
2022,LG생활건강,51900,3.5669,7.0623,2.4829,4.6517,3.496588561996474,4.252077712399294
2022,카카오페이,377300,3.3624,4.7246,1.5864,4.158280944563736,4.3122,3.6287761889127474
2022,CJ제일제당,97950,5.1777,3.673,1.1449,4.6813,2.5046163780772392,3.4363032756154483
2022,엔씨소프트,36570,5.2343,4.7831,2.6763,3.0275334555155267,3.4050001697029137,3.825246725043688
2022,금호석유,11780,4.9725,3.2862,2.8037,2.6688708163241297,2.8588959176493574,3.318033346794697
2022,효성,4800,5.8822,2.6407,2.6857,2.0732242976287103,2.0462624423092795,3.0656173479875983
